"Construction Statistics from Approved Building Permits"

"Year","Period","Geolocation","Total Number","Total Floor area","Total Value","Residential Number","Residential Floor area","Residential Value","Non-residential Number","Non-residential Floor area","Non-residential Value","Additions Number","Additions Floor area","Additions Value","Alterations/Repairs/Renovations Number","Alterations/Repairs/Renovations Floor area","Alterations/Repairs/Renovations Value","Demolitions Number","Demolitions Floor area","Demolitions Value","Street furnitures... Number","Street furnitures... Floor area","Street furnitures... Value"
"2008","Annual","..Autonomous Region in Muslim Mindanao (ARMM)",79,12841,50045,55,4157,16249,10,8502,32533,11,182,809,3,..,453,..,..,..,..,..,..
"2008","Annual","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2008","Quarter 1","PHILIPPINES",24894,4316517,32319633,17739,2397280,16868938,3128,1774571,13026609,1094,144666,1021663,2933,..,1402422,93,..,10500,199,..,86810
"2008","Quarter 1","..National Capital Region (NCR)",3523,1468080,13174258,1927,827947,6083119,576,574598,5710920,255,65535,515601,765,..,864617,82,..,10048,63,..,10989
"2008","Quarter 1","..Cordillera Administrative Region (CAR)",313,70023,470137,225,38734,302429,76,31141,158295,2,148,1373,10,..,8039,..,..,..,..,..,..
"2008","Quarter 1","..Region I (Ilocos Region)",1727,200765,1347708,1323,141548,898687,173,55023,353440,52,4194,26043,179,..,69538,..,..,..,46,..,6837
"2008","Quarter 1","..Region II (Cagayan Valley)",503,63754,425526,383,44169,276562,70,18896,141796,25,689,3867,25,..,3299,..,..,..,1,..,628
"2008","Quarter 1","..Region III (Central Luzon)",3111,496026,3535748,2092,221858,1489677,595,250953,1800465,245,23215,197155,179,..,48449,1,..,108,26,..,26153
"2008","Quarter 1","..Region IV-A (CALABARZON)",5627,483005,3860113,4792,368281,2933981,372,103228,691962,210,11496,119144,253,..,115025,2,..,55,15,..,13243
"2008","Quarter 1","..MIMAROPA Region",402,64361,422951,214,28787,171523,111,35132,242864,5,442,1726,72,..,6838,..,..,..,5,..,1434
"2008","Quarter 1","..Region V (Bicol Region)",543,86133,582659,382,59912,340598,72,25263,193708,11,958,5056,78,..,43295,..,..,..,..,..,..
"2008","Quarter 1","..Region VI (Western Visayas)",1148,201948,1433242,789,113413,794777,162,84416,521079,29,4119,22327,168,..,95058,6,..,73,21,..,19722
"2008","Quarter 1","..Region VII (Central Visayas)",2779,477142,2724497,2258,229016,1297188,285,239140,1361801,19,8986,23801,217,..,41705,..,..,..,7,..,3070
"2008","Quarter 1","..Region VIII (Eastern Visayas)",501,63179,438862,366,39418,233006,71,21830,189487,17,1931,10702,47,..,5666,..,..,..,6,..,509
"2008","Quarter 1","..Region IX (Zamboanga Peninsula)",554,35689,190578,410,23520,107409,52,11541,71456,6,628,1032,86,..,10679,..,..,..,1,..,200
"2008","Quarter 1","..Region X (Northern Mindanao)",1281,280847,1799553,723,113405,1070775,84,166985,699535,17,457,1763,457,..,27479,..,..,..,..,..,..
"2008","Quarter 1","..Region XI (Davao Region)",1826,213366,1271860,1240,95986,570617,211,100502,597351,167,16878,61397,208,..,42495,1,..,20,2,..,22
"2008","Quarter 1","..Region XII (SOCCSKSARGEN)",430,58560,319279,204,18554,108841,128,36167,173938,19,3839,23660,79,..,12838,1,..,196,1,..,1982
"2008","Quarter 1","..Region XIII (Caraga)",616,51062,308136,405,31897,184669,86,18014,109059,15,1151,7009,110,..,7397,..,..,..,5,..,2017
"2008","Quarter 1","..Autonomous Region in Muslim Mindanao (ARMM)",10,2577,14518,6,835,5072,4,1742,9445,..,..,..,..,..,..,..,..,..,..,..,..
"2008","Quarter 1","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2008","Quarter 2","PHILIPPINES",28216,4540501,40494665,21058,2516317,19204882,2978,1831158,17969258,1305,193026,1102367,2875,..,2218156,121,..,16798,221,..,57849
"2008","Quarter 2","..National Capital Region (NCR)",4342,1476918,20349421,2431,729722,7468620,683,671027,10899979,301,76169,521889,927,..,1458932,102,..,14313,53,..,8785
"2008","Quarter 2","..Cordillera Administrative Region (CAR)",245,69986,520829,202,48595,372928,24,18649,121953,8,2742,14959,11,..,10988,..,..,..,..,..,..
"2008","Quarter 2","..Region I (Ilocos Region)",1853,183052,1216778,1516,145699,961311,144,31287,194306,57,6066,34889,136,..,26271,..,..,..,64,..,11662
"2008","Quarter 2","..Region II (Cagayan Valley)",701,84904,570922,515,48439,302270,69,36257,257974,5,208,1295,112,..,9382,..,..,..,..,..,..
"2008","Quarter 2","..Region III (Central Luzon)",3969,515458,3395215,3113,292127,1954755,425,196322,1247074,286,27009,92489,145,..,100894,3,..,1002,22,..,4131
"2008","Quarter 2","..Region IV-A (CALABARZON)",6190,577011,4682211,5406,465960,3575681,251,94327,806133,222,16724,122249,311,..,178146,1,..,135,11,..,5578
"2008","Quarter 2","..MIMAROPA Region",498,59182,518805,338,38733,263395,123,19097,144982,14,1352,11700,23,..,98726,..,..,..,14,..,4192
"2008","Quarter 2","..Region V (Bicol Region)",447,73401,434088,311,51926,286690,52,19502,102511,7,1973,14408,77,..,30479,..,..,..,1,..,150
"2008","Quarter 2","..Region VI (Western Visayas)",1084,180107,1249326,760,101064,728801,148,68340,359914,20,10703,66414,156,..,94196,6,..,861,20,..,11888
"2008","Quarter 2","..Region VII (Central Visayas)",3125,614238,3334860,2657,265151,1325084,328,342148,1878060,35,6939,66860,105,..,64854,..,..,..,15,..,8819
"2008","Quarter 2","..Region VIII (Eastern Visayas)",546,90966,515079,328,30861,188480,125,56272,299778,36,3833,19813,57,..,7007,..,..,..,6,..,410
"2008","Quarter 2","..Region IX (Zamboanga Peninsula)",448,69559,306079,301,25880,148125,52,43011,143620,24,668,2586,71,..,11747,..,..,..,..,..,..
"2008","Quarter 2","..Region X (Northern Mindanao)",1618,159599,835289,1080,98276,513756,108,54735,258083,22,6588,26160,408,..,37289,3,..,362,1,..,5
"2008","Quarter 2","..Region XI (Davao Region)",2037,262414,1778421,1388,105766,741114,259,128269,887870,212,28379,87678,178,..,61758,1,..,8,10,..,803
"2008","Quarter 2","..Region XII (SOCCSKSARGEN)",503,69438,463516,292,31717,199679,126,35744,230586,32,1977,9818,53,..,23431,4,..,104,1,..,752
"2008","Quarter 2","..Region XIII (Caraga)",599,53301,320495,409,35434,170864,61,16171,136429,24,1696,9152,105,..,4048,1,..,10,3,..,671
"2008","Quarter 2","..Autonomous Region in Muslim Mindanao (ARMM)",11,967,3322,11,967,3322,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2008","Quarter 2","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2008","Quarter 3","PHILIPPINES",26365,4431809,35058032,19675,2497199,19100461,3150,1744483,12326114,945,190127,1084242,2595,..,2547213,84,..,26475,234,..,94165
"2008","Quarter 3","..National Capital Region (NCR)",3987,1524836,14491738,1987,871439,8157090,605,564181,4504687,217,89216,404920,1178,..,1425039,68,..,25277,61,..,7005
"2008","Quarter 3","..Cordillera Administrative Region (CAR)",207,51930,390180,140,21780,169661,60,24998,187042,4,5152,31058,3,..,2417,..,..,..,1,..,145
"2008","Quarter 3","..Region I (Ilocos Region)",1358,147625,1061580,1094,103645,701769,170,39147,304977,48,4833,23809,46,..,31023,1,..,20,41,..,12764
"2008","Quarter 3","..Region II (Cagayan Valley)",429,97750,425553,337,40262,277390,55,55642,122922,11,1846,14675,26,..,10564,..,..,..,1,..,4039
"2008","Quarter 3","..Region III (Central Luzon)",2988,458019,3092865,2210,245347,1584157,424,195461,1360574,176,17211,82584,178,..,65547,1,..,50,26,..,13026
"2008","Quarter 3","..Region IV-A (CALABARZON)",7042,685080,5461895,6293,474830,3155628,332,180081,1482399,215,30169,300832,202,..,523035,1,..,49,25,..,37117
"2008","Quarter 3","..MIMAROPA Region",393,58489,432562,268,26987,176558,111,31281,233025,3,221,6170,11,..,16808,1,..,383,6,..,536
"2008","Quarter 3","..Region V (Bicol Region)",506,78284,463941,379,58396,298211,67,19451,116271,6,437,2637,54,..,46821,..,..,..,1,..,2084
"2008","Quarter 3","..Region VI (Western Visayas)",1199,156394,1235632,850,95839,738528,166,57886,342566,26,2669,17071,157,..,137465,5,..,12,30,..,9772
"2008","Quarter 3","..Region VII (Central Visayas)",2840,548020,3706592,2261,251691,1986184,338,288842,1654860,28,7487,35417,213,..,30130,..,..,..,16,..,3784
"2008","Quarter 3","..Region VIII (Eastern Visayas)",504,75237,491263,344,33738,246713,91,37446,209138,24,4053,24776,45,..,10636,..,..,..,4,..,410
"2008","Quarter 3","..Region IX (Zamboanga Peninsula)",613,43859,243744,459,26750,146697,96,16057,84842,16,1052,6106,42,..,6098,1,..,5,1,..,150
"2008","Quarter 3","..Region X (Northern Mindanao)",1110,109199,957633,803,71326,420520,83,36043,519264,49,1830,8238,175,..,9609,..,..,..,2,..,1520
"2008","Quarter 3","..Region XI (Davao Region)",2066,266982,1683670,1474,111408,682342,307,134439,783907,99,21135,115847,186,..,101573,2,..,516,13,..,1079
"2008","Quarter 3","..Region XII (SOCCSKSARGEN)",542,68888,600789,337,29350,191574,156,37772,277014,12,1766,5492,37,..,126707,4,..,162,1,..,113
"2008","Quarter 3","..Region XIII (Caraga)",567,59938,312598,428,33449,163453,88,25456,141421,10,1033,4394,41,..,3329,..,..,..,5,..,616
"2008","Quarter 3","..Autonomous Region in Muslim Mindanao (ARMM)",14,1279,5790,11,962,3977,1,300,1198,1,17,209,1,..,403,..,..,..,..,..,..
"2008","Quarter 3","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2008","Quarter 4","PHILIPPINES",26601,4076531,35890408,20592,2434033,19718482,2594,1501058,12608722,849,141440,1130948,2566,..,2432255,58,..,17228,217,..,111502
"2008","Quarter 4","..National Capital Region (NCR)",3073,1193114,15353580,1480,774852,8817174,476,391457,4849733,140,26805,267977,977,..,1418695,44,..,13409,51,..,11622
"2008","Quarter 4","..Cordillera Administrative Region (CAR)",216,39425,317333,158,29727,218911,49,8691,90533,7,1007,7198,2,..,690,..,..,..,..,..,..
"2008","Quarter 4","..Region I (Ilocos Region)",1562,167759,1311361,1274,119857,848494,194,44188,410816,42,3714,22863,52,..,29187,1,..,1000,41,..,14496
"2008","Quarter 4","..Region II (Cagayan Valley)",419,55363,699379,341,29056,191660,55,25343,496768,11,964,5617,12,..,5333,..,..,..,..,..,..
"2008","Quarter 4","..Region III (Central Luzon)",2766,430290,3340082,2126,238325,1615081,291,184261,1567459,120,7704,38415,229,..,119125,2,..,1038,30,..,16844
"2008","Quarter 4","..Region IV-A (CALABARZON)",9187,769903,5842045,8485,558760,3910860,316,179578,1344528,187,31565,256717,199,..,329939,1,..,331,27,..,36745
"2008","Quarter 4","..MIMAROPA Region",324,47315,391624,216,23325,151999,80,20909,180908,14,3081,38191,14,..,20524,..,..,..,5,..,2050
"2008","Quarter 4","..Region V (Bicol Region)",438,70482,377261,351,40260,176776,55,29753,180048,8,469,4986,24,..,15449,..,..,..,..,..,..
"2008","Quarter 4","..Region VI (Western Visayas)",1039,212164,1531335,747,105017,768643,146,88429,446296,32,18718,156740,114,..,159655,2,..,..,22,..,12489
"2008","Quarter 4","..Region VII (Central Visayas)",2549,451300,2750589,1945,239404,1331032,259,205698,1212367,71,6198,54996,274,..,152192,1,..,11,16,..,4758
"2008","Quarter 4","..Region VIII (Eastern Visayas)",494,93942,622985,336,39909,271352,99,52789,303770,9,1244,7595,50,..,40267,1,..,158,8,..,3028
"2008","Quarter 4","..Region IX (Zamboanga Peninsula)",416,29988,139179,317,16398,72970,53,12662,56830,10,928,4931,36,..,4446,..,..,..,1,..,1889
"2008","Quarter 4","..Region X (Northern Mindanao)",1076,111943,690949,605,72847,439051,109,36719,218494,13,2377,17069,349,..,16333,..,..,..,2,..,142
"2008","Quarter 4","..Region XI (Davao Region)",2204,212258,1446832,1603,99004,646365,295,82322,512172,139,30932,209911,167,..,78383,1,..,16,8,..,5868
"2008","Quarter 4","..Region XII (SOCCSKSARGEN)",324,100922,715234,188,16807,120321,76,81552,540979,20,2563,18378,40,..,35555,3,..,1253,3,..,1117
"2008","Quarter 4","..Region XIII (Caraga)",470,82345,334218,393,29092,133910,36,50247,175126,16,3006,18756,25,..,6425,2,..,10,3,..,447
"2008","Quarter 4","..Autonomous Region in Muslim Mindanao (ARMM)",44,8018,26414,27,1393,3875,5,6460,21889,10,165,600,2,..,49,..,..,..,..,..,..
"2008","Quarter 4","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2007","Annual","PHILIPPINES",94961,15588127,124909731,65965,8071335,55401708,11461,6654866,58881336,4815,861926,5487398,12720,..,5139287,266,..,39863,855,..,262666
"2007","Annual","..National Capital Region (NCR)",15497,5039091,53043636,8408,1952653,16957445,2884,2624414,30142340,1416,462024,3042513,2789,..,2901336,215,..,20687,180,..,21897
"2007","Annual","..Cordillera Administrative Region (CAR)",831,202350,1512058,659,116552,818970,99,75841,619670,37,9957,50677,36,..,22739,..,..,..,..,..,..
"2007","Annual","..Region I (Ilocos Region)",6720,758682,5091998,5303,541074,3340485,599,201230,1477724,170,16378,105805,648,..,167984,9,..,7156,224,..,46585
"2007","Annual","..Region II (Cagayan Valley)",1637,184654,1139939,1162,129488,731137,171,51694,359119,61,3472,35296,243,..,14385,1,..,20,1,..,2170
"2007","Annual","..Region III (Central Luzon)",10408,1613593,11343859,7612,911151,5839243,1429,643547,4991634,890,58895,322614,477,..,190367,9,..,2783,73,..,23670
"2007","Annual","..Region IV-A (CALABARZON)",17742,2493948,19206851,14411,1601550,11572428,1308,761691,6044258,766,130707,1034264,1257,..,555900,6,..,256,83,..,81138
"2007","Annual","..MIMAROPA Region",1333,222621,1631258,866,104739,675954,351,107623,767039,22,10259,54502,94,..,133761,1,..,272,29,..,2872
"2007","Annual","..Region V (Bicol Region)",2177,300628,1745603,1541,207009,1055056,233,91782,547247,26,1837,7106,377,..,136193,..,..,..,2,..,1408
"2007","Annual","..Region VI (Western Visayas)",3942,703079,5694404,2690,387415,2699320,624,302875,2609961,102,12789,83089,526,..,302033,15,..,537,125,..,47802
"2007","Annual","..Region VII (Central Visayas)",12699,1865773,11677006,9807,975265,5520466,1200,840506,5756443,419,50002,238041,1273,..,162054,..,..,..,34,..,21974
"2007","Annual","..Region VIII (Eastern Visayas)",1869,218011,1184521,1338,125732,676303,309,83886,456791,119,8393,39128,103,..,12297,1,..,50,18,..,1316
"2007","Annual","..Region IX (Zamboanga Peninsula)",2213,192658,1071978,1400,102406,635516,267,84089,376754,50,6163,22682,496,..,37025,..,..,..,2,..,224
"2007","Annual","..Region X (Northern Mindanao)",5492,566317,3069965,2976,331521,1685580,361,209238,1189921,67,25558,107770,2088,..,86692,..,..,..,14,..,4190
"2007","Annual","..Region XI (Davao Region)",8522,805724,4789053,5704,397333,2255686,962,364966,2066897,528,43425,231599,1328,..,234869,3,..,670,46,..,1492
"2007","Annual","..Region XII (SOCCSKSARGEN)",1688,247548,1787925,1013,83049,444639,432,151152,1130331,70,13347,83349,173,..,129604,6,..,7429,22,..,5115
"2007","Annual","..Region XIII (Caraga)",2161,169632,906858,1049,101649,484491,228,59263,341369,72,8720,28955,812,..,52042,..,..,..,2,..,807
"2007","Annual","..Autonomous Region in Muslim Mindanao (ARMM)",30,3818,12811,26,2749,8980,4,1069,3830,..,..,..,..,..,..,..,..,..,..,..,..
"2007","Annual","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2007","Quarter 1","PHILIPPINES",25941,4657417,40293257,17933,2189876,14640674,3515,2165381,22463105,1423,302160,1988305,3070,..,1201172,74,..,6154,250,..,58053
"2007","Quarter 1","..National Capital Region (NCR)",5172,1747322,20316842,2957,576043,4705980,1186,989935,13971184,380,181344,1129199,649,..,510478,54,..,1515,58,..,7997
"2007","Quarter 1","..Cordillera Administrative Region (CAR)",228,44450,336138,180,27567,184683,23,15444,133481,11,1439,9224,14,..,8748,..,..,..,..,..,..
"2007","Quarter 1","..Region I (Ilocos Region)",1848,280500,1825769,1456,164353,1059289,129,109835,676879,45,6312,40062,218,..,49538,5,..,2105,63,..,12009
"2007","Quarter 1","..Region II (Cagayan Valley)",369,53745,356140,319,41114,255439,31,11250,86643,13,1381,13833,6,..,224,..,..,..,1,..,2170
"2007","Quarter 1","..Region III (Central Luzon)",2830,459688,2913776,2033,268688,1686900,388,172294,1056101,259,18706,98375,150,..,72398,6,..,2146,22,..,5698
"2007","Quarter 1","..Region IV-A (CALABARZON)",5055,725895,5032533,4200,438347,2950454,340,239756,1490943,240,47792,407223,275,..,183912,1,..,15,18,..,6256
"2007","Quarter 1","..MIMAROPA Region",337,63463,443658,216,26348,178658,97,35191,249727,4,1924,8552,20,..,6720,1,..,272,3,..,758
"2007","Quarter 1","..Region V (Bicol Region)",513,67533,456877,384,45400,252326,47,21932,184243,5,201,1082,77,..,19225,..,..,..,1,..,316
"2007","Quarter 1","..Region VI (Western Visayas)",1092,183956,1803634,695,102651,694851,176,79255,973103,23,2050,12434,198,..,123244,6,..,..,37,..,15276
"2007","Quarter 1","..Region VII (Central Visayas)",2899,458281,3307612,2159,213635,1098496,348,229254,2013333,183,15392,106693,209,..,89089,..,..,..,8,..,5261
"2007","Quarter 1","..Region VIII (Eastern Visayas)",520,62246,341445,361,33039,176523,81,25929,144781,43,3278,15316,35,..,4823,..,..,..,6,..,371
"2007","Quarter 1","..Region IX (Zamboanga Peninsula)",561,62064,404928,316,27876,286145,85,30845,101559,22,3343,5982,138,..,11242,..,..,..,1,..,100
"2007","Quarter 1","..Region X (Northern Mindanao)",1486,131907,672965,803,89975,394515,91,40841,249425,25,1091,6369,567,..,22656,..,..,..,4,..,496
"2007","Quarter 1","..Region XI (Davao Region)",2080,213425,1291548,1327,89095,498038,321,108395,621243,134,15935,105940,298,..,66325,..,..,..,27,..,531
"2007","Quarter 1","..Region XII (SOCCSKSARGEN)",436,55207,552414,277,21222,108573,106,33270,399649,20,715,18511,33,..,25679,1,..,100,1,..,808
"2007","Quarter 1","..Region XIII (Caraga)",509,47096,234859,244,23884,107685,66,21955,110804,16,1257,9503,183,..,6865,..,..,..,..,..,..
"2007","Quarter 1","..Autonomous Region in Muslim Mindanao (ARMM)",6,639,2111,6,639,2111,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2007","Quarter 1","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2007","Quarter 2","PHILIPPINES",25104,4087865,31490000,17291,2110956,14420932,2729,1765490,14757237,1405,211419,1323429,3679,..,988401,53,..,11119,209,..,75119
"2007","Quarter 2","..National Capital Region (NCR)",3838,1345155,12920189,2051,483242,4392700,644,760538,7512317,438,101375,535967,705,..,479203,46,..,4176,36,..,2250
"2007","Quarter 2","..Cordillera Administrative Region (CAR)",274,74127,463481,224,45037,297050,37,28224,158044,8,866,5233,5,..,3153,..,..,..,..,..,..
"2007","Quarter 2","..Region I (Ilocos Region)",2179,199974,1206560,1789,159094,926865,145,37493,207714,28,3387,27096,217,..,44884,1,..,70,75,..,13741
"2007","Quarter 2","..Region II (Cagayan Valley)",561,50811,277329,374,39321,201634,31,10354,63578,43,1136,2055,113,..,10061,..,..,..,..,..,..
"2007","Quarter 2","..Region III (Central Luzon)",2671,457324,3556917,1995,254748,1629584,311,186492,1813866,260,16084,67969,105,..,45496,..,..,..,9,..,2016
"2007","Quarter 2","..Region IV-A (CALABARZON)",4406,638402,4984526,3414,374251,2663164,343,221077,1724779,221,43074,431347,428,..,165234,..,..,..,26,..,42520
"2007","Quarter 2","..MIMAROPA Region",317,59196,348802,226,29798,172467,78,24234,129106,2,5164,40572,11,..,6656,..,..,..,5,..,1093
"2007","Quarter 2","..Region V (Bicol Region)",635,86510,452240,449,66586,311747,56,19409,94007,4,515,1910,126,..,44574,..,..,..,..,..,..
"2007","Quarter 2","..Region VI (Western Visayas)",1075,168648,1254186,788,107067,769703,157,57718,414753,26,3863,23054,104,..,46675,2,..,..,32,..,8629
"2007","Quarter 2","..Region VII (Central Visayas)",3571,487028,3226260,2694,282283,1639852,275,194714,1508684,150,10031,50431,452,..,27292,..,..,..,6,..,2569
"2007","Quarter 2","..Region VIII (Eastern Visayas)",472,48373,251299,346,30655,167874,75,15082,72912,42,2636,10058,9,..,452,1,..,50,4,..,280
"2007","Quarter 2","..Region IX (Zamboanga Peninsula)",633,42753,216566,391,24291,103122,81,16137,92230,11,2325,14233,150,..,6979,..,..,..,1,..,124
"2007","Quarter 2","..Region X (Northern Mindanao)",1380,163106,857339,664,72142,380265,114,80909,394771,11,10055,60229,591,..,22072,..,..,..,6,..,992
"2007","Quarter 2","..Region XI (Davao Region)",2065,175268,947642,1380,97574,543513,235,69743,323145,118,7951,38969,332,..,42013,1,..,40,4,..,556
"2007","Quarter 2","..Region XII (SOCCSKSARGEN)",455,56635,298616,258,20792,101536,111,34572,172566,15,1271,5668,71,..,18845,2,..,6782,5,..,345
"2007","Quarter 2","..Region XIII (Caraga)",563,32916,222432,242,23426,117755,33,7804,71241,28,1686,8629,260,..,24805,..,..,..,..,..,..
"2007","Quarter 2","..Autonomous Region in Muslim Mindanao (ARMM)",9,1639,5608,6,649,2093,3,990,3515,..,..,..,..,..,..,..,..,..,..,..,..
"2007","Quarter 2","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2007","Quarter 3","PHILIPPINES",22705,3300273,25918394,15971,1885586,13657327,2691,1242128,10084714,1044,172559,962859,2999,..,1213493,66,..,7084,211,..,60010
"2007","Quarter 3","..National Capital Region (NCR)",3269,906970,9443743,1733,430356,4362921,537,381739,3822234,349,94875,606281,650,..,652306,53,..,2637,49,..,8215
"2007","Quarter 3","..Cordillera Administrative Region (CAR)",194,57267,530371,150,24343,197592,24,29842,315989,11,3082,12037,9,..,4752,..,..,..,..,..,..
"2007","Quarter 3","..Region I (Ilocos Region)",1395,144777,907700,1108,110656,663214,139,30663,186580,23,3458,21422,125,..,36482,2,..,3450,42,..,9396
"2007","Quarter 3","..Region II (Cagayan Valley)",386,47243,302863,251,30331,178044,69,16794,121853,3,118,498,63,..,2466,1,..,20,..,..,..
"2007","Quarter 3","..Region III (Central Luzon)",2734,359921,2419132,2063,207890,1350090,360,139776,975707,208,12255,58805,103,..,34530,2,..,385,19,..,3917
"2007","Quarter 3","..Region IV-A (CALABARZON)",3660,453583,3966291,2939,331125,2612321,354,111373,1202160,144,11085,65249,223,..,86559,1,..,25,24,..,9752
"2007","Quarter 3","..MIMAROPA Region",356,53274,518439,233,26924,178671,100,25064,220553,7,1286,2912,16,..,116301,..,..,..,16,..,945
"2007","Quarter 3","..Region V (Bicol Region)",546,75488,424377,391,47957,240174,64,27316,147087,5,215,642,86,..,36472,..,..,..,1,..,1091
"2007","Quarter 3","..Region VI (Western Visayas)",872,151912,1152433,611,86780,603060,145,62860,490764,26,2272,14020,90,..,44588,3,..,..,28,..,9629
"2007","Quarter 3","..Region VII (Central Visayas)",3424,440784,2636431,2719,259859,1466150,291,170482,1084935,50,10443,52893,364,..,32450,..,..,..,10,..,11979
"2007","Quarter 3","..Region VIII (Eastern Visayas)",492,55954,289224,354,36549,187063,82,18417,90814,22,988,6863,34,..,4482,..,..,..,1,..,36
"2007","Quarter 3","..Region IX (Zamboanga Peninsula)",582,60841,296648,393,27896,141519,61,32510,149330,13,435,2373,115,..,3425,..,..,..,..,..,..
"2007","Quarter 3","..Region X (Northern Mindanao)",1526,173899,949712,936,106198,572105,72,59231,347842,12,8470,6396,506,..,23367,..,..,..,2,..,2142
"2007","Quarter 3","..Region XI (Davao Region)",2255,193039,1274482,1543,106074,621740,209,74936,536239,145,12029,52988,358,..,63514,1,..,20,9,..,150
"2007","Quarter 3","..Region XII (SOCCSKSARGEN)",444,82568,573191,282,23280,132473,115,48484,326153,14,10804,57239,33,..,57324,3,..,547,10,..,2753
"2007","Quarter 3","..Region XIII (Caraga)",562,41820,230317,257,28435,147150,69,12641,66466,12,744,2233,224,..,14468,..,..,..,..,..,..
"2007","Quarter 3","..Autonomous Region in Muslim Mindanao (ARMM)",8,933,3031,8,933,3031,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2007","Quarter 3","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2007","Quarter 4","PHILIPPINES",21211,3542572,27208078,14770,1884917,12682775,2526,1481867,11576278,943,175788,1212804,2972,..,1736219,73,..,15505,185,..,69482
"2007","Quarter 4","..National Capital Region (NCR)",3218,1039644,10362860,1667,463012,3495844,517,492202,4836603,249,84430,771064,785,..,1259348,62,..,12357,37,..,3434
"2007","Quarter 4","..Cordillera Administrative Region (CAR)",135,26506,182067,105,19605,139643,15,2331,12155,7,4570,24183,8,..,6085,..,..,..,..,..,..
"2007","Quarter 4","..Region I (Ilocos Region)",1298,133431,1151968,950,106971,691116,186,23239,406549,74,3221,17223,88,..,37078,1,..,1531,44,..,11437
"2007","Quarter 4","..Region II (Cagayan Valley)",321,32855,203605,218,18722,96018,40,13296,87044,2,837,18909,61,..,1632,..,..,..,..,..,..
"2007","Quarter 4","..Region III (Central Luzon)",2173,336660,2454032,1521,179825,1172667,370,144985,1145959,163,11850,97464,119,..,37941,1,..,252,23,..,12038
"2007","Quarter 4","..Region IV-A (CALABARZON)",4621,676068,5223500,3858,457827,3346488,271,189485,1626374,161,28756,130443,331,..,120193,4,..,216,15,..,22609
"2007","Quarter 4","..MIMAROPA Region",323,46688,320357,191,21669,146157,76,23134,167651,9,1885,2464,47,..,4083,..,..,..,5,..,75
"2007","Quarter 4","..Region V (Bicol Region)",483,71097,412108,317,47066,250808,66,23125,121908,12,906,3470,88,..,35920,..,..,..,..,..,..
"2007","Quarter 4","..Region VI (Western Visayas)",903,198563,1484149,596,90917,631704,146,103042,731340,27,4604,33580,134,..,87525,4,..,537,28,..,14267
"2007","Quarter 4","..Region VII (Central Visayas)",2805,479680,2506702,2235,219488,1315967,286,246056,1149489,36,14136,28023,248,..,13221,..,..,..,10,..,2164
"2007","Quarter 4","..Region VIII (Eastern Visayas)",385,51438,302552,277,25489,144841,71,24458,148282,12,1491,6889,25,..,2538,..,..,..,7,..,628
"2007","Quarter 4","..Region IX (Zamboanga Peninsula)",437,27000,153835,300,22343,104729,40,4597,33634,4,60,92,93,..,15378,..,..,..,..,..,..
"2007","Quarter 4","..Region X (Northern Mindanao)",1100,97405,589947,573,63206,338693,84,28257,197882,19,5942,34775,424,..,18596,..,..,..,2,..,558
"2007","Quarter 4","..Region XI (Davao Region)",2122,223992,1275380,1454,104590,592393,197,111892,586268,131,7510,33701,340,..,63016,1,..,610,6,..,253
"2007","Quarter 4","..Region XII (SOCCSKSARGEN)",353,53138,363702,196,17755,102055,100,34826,231962,21,557,1929,36,..,27755,..,..,..,6,..,1208
"2007","Quarter 4","..Region XIII (Caraga)",527,47800,219248,306,25904,111900,60,16863,92856,16,5033,8588,145,..,5902,..,..,..,2,..,807
"2007","Quarter 4","..Autonomous Region in Muslim Mindanao (ARMM)",7,607,2060,6,528,1744,1,79,315,..,..,..,..,..,..,..,..,..,..,..,..
"2007","Quarter 4","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2006","Annual","PHILIPPINES",110563,16606594,122211347,75932,9104767,58454457,15580,6599613,54268335,6233,902214,5461295,12818,..,4027258,254,..,12073,1344,..,546251
"2006","Annual","..National Capital Region (NCR)",17850,4532268,42325674,8101,1902432,16040267,6023,2258982,22604025,1798,370854,2246792,1928,..,1434588,197,..,4528,206,..,134232
